estate,debts,wills,husband,wives,father,mother,sons,daughters,brothers_m,sisters_m,grandfather,grandmother,share_husband,share_wife,share_father,share_mother,share_sons,share_daughters,net_estate,shares_total,distribution_check
130980,2831,36335.09,0,0,1,0,0,1,0,0,1,0,0.0,0.0,15302.32,0.0,0.0,61209.27,91813.91,76511.59,False
157686,37443,9156.27,0,1,1,1,1,1,0,1,1,0,0.0,13885.84,18514.45,18514.45,24068.79,36103.19,111086.73,111086.72,True
108648,25532,16056.35,0,0,0,1,0,0,1,0,1,1,0.0,0.0,0.0,11176.61,0.0,0.0,67059.65,11176.61,False
153262,33785,37245.91,0,0,1,0,1,1,1,1,1,0,0.0,0.0,13705.18,0.0,54820.73,13705.18,82231.09,82231.09,True
193499,56175,4279.93,0,1,1,0,0,1,1,0,0,0,0.0,16630.51,22174.01,0.0,0.0,88696.05,133044.07,127500.57,False
67000,1479,5263.88,0,0,0,0,1,1,1,0,1,1,0.0,0.0,0.0,0.0,45192.84,15064.28,60257.12,60257.119999999995,True
80973,16975,5160.37,1,0,0,1,1,0,1,1,1,1,14709.41,0.0,0.0,9806.27,34321.95,0.0,58837.63,58837.63,True
168406,41219,10782.98,0,0,0,1,1,1,1,1,1,0,0.0,0.0,0.0,19400.67,72752.51,24250.84,116404.02,116404.01999999999,True
140615,13435,23648.5,1,0,0,1,1,1,1,0,1,1,25882.88,0.0,0.0,17255.25,40262.25,20131.13,103531.5,103531.51000000001,True
72893,5739,294.82,0,1,0,1,1,1,1,0,1,1,0.0,8357.4,0.0,11143.2,35518.94,11839.65,66859.18,66859.19,True
98267,17287,25372.69,1,0,0,1,1,1,1,1,0,0,13901.83,0.0,0.0,9267.88,25950.08,6487.52,55607.31,55607.31,True
121611,18938,33644.55,1,0,1,1,0,1,0,1,0,0,13805.69,0.0,9203.79,9203.79,0.0,36815.17,69028.45,69028.44,True
65993,13723,3069.97,1,0,0,0,1,1,1,0,0,0,12300.01,0.0,0.0,0.0,14760.01,22140.01,49200.03,49200.03,True
95889,17366,16415.98,0,0,1,1,0,1,1,0,1,1,0.0,0.0,10351.17,10351.17,0.0,41404.68,62107.020000000004,62107.020000000004,True
106501,1737,26909.13,1,0,1,0,1,0,0,1,1,0,19463.72,0.0,12975.81,0.0,45415.34,0.0,77854.87,77854.87,True
111193,11169,19421.83,0,0,1,0,0,0,1,1,1,1,0.0,0.0,13433.69,0.0,0.0,0.0,80602.17,13433.69,False
167141,19004,12374.13,1,0,0,1,1,0,1,1,0,1,33940.72,0.0,0.0,22627.14,79195.01,0.0,135762.87,135762.87,True
52258,13697,10858.78,0,0,0,1,1,1,1,0,0,1,0.0,0.0,0.0,4617.04,19787.3,3297.88,27702.22,27702.22,True
133296,39809,11841.28,0,0,1,1,1,1,0,0,1,1,0.0,0.0,13607.62,13607.62,31103.13,23327.35,81645.72,81645.72,True
69885,10208,11414.5,1,0,0,0,1,0,0,1,1,0,12065.62,0.0,0.0,0.0,36196.88,0.0,48262.5,48262.5,True
105113,19597,14197.68,0,1,1,1,1,1,0,1,0,1,0.0,8914.79,11886.39,11886.39,28973.07,9657.69,71318.32,71318.33,True
149976,37479,34629.67,0,0,1,0,1,0,0,1,1,1,0.0,0.0,12977.89,0.0,64889.44,0.0,77867.33,77867.33,True
128132,15217,30579.82,0,1,1,0,1,1,1,0,1,0,0.0,10291.9,13722.53,0.0,38880.5,19440.25,82335.18,82335.18,True
57077,5484,9992.03,0,0,1,0,1,1,1,1,1,0,0.0,0.0,6933.49,0.0,19809.99,14857.49,41600.97,41600.97,True
107919,19537,16832.65,1,0,1,1,1,1,0,0,1,0,17887.34,0.0,11924.89,11924.89,19874.82,9937.41,71549.35,71549.34999999999,True
148234,37705,34639.16,0,0,1,1,1,0,1,1,0,0,0.0,0.0,12648.31,12648.31,50593.23,0.0,75889.84,75889.85,True
135272,24757,17349.41,1,0,0,1,0,0,1,1,0,0,46582.79,0.0,0.0,15527.6,0.0,0.0,93165.59,62110.39,False
129700,26867,28492.55,1,0,0,0,1,1,1,1,1,0,18585.11,0.0,0.0,0.0,31860.19,23895.14,74340.45,74340.44,True
97718,13286,20796.87,1,0,0,0,1,1,0,0,1,1,15908.78,0.0,0.0,0.0,31817.57,15908.78,63635.130000000005,63635.13,True
144704,22115,26037.4,0,0,0,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,64367.73,32183.87,96551.6,96551.6,True
174872,33594,8994.29,1,0,0,1,1,1,1,1,1,1,33070.93,0.0,0.0,22047.28,66141.85,11023.64,132283.71,132283.7,True
71236,5797,7247.37,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,9698.6,0.0,38794.42,58191.63,48493.02,False
180199,52127,1390.21,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,50672.72,76009.07,126681.79,126681.79000000001,True
103139,23322,9489.09,0,0,1,0,1,0,1,0,1,1,0.0,0.0,11721.32,0.0,58606.59,0.0,70327.91,70327.91,True
82145,13551,6478.44,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,10352.59,0.0,31057.78,62115.56,41410.369999999995,False
130986,12339,31896.11,1,0,1,0,1,1,0,1,1,1,21687.72,0.0,14458.48,0.0,33736.46,16868.23,86750.89,86750.89,True
105225,15702,20710.36,1,0,0,0,1,1,1,0,0,0,17203.16,0.0,0.0,0.0,38707.11,12902.37,68812.64,68812.64,True
83759,3818,12045.04,1,0,1,1,1,1,1,1,1,0,16973.99,0.0,11315.99,11315.99,18859.99,9429.99,67895.95999999999,67895.95000000001,True
157598,30941,17266.09,0,1,1,0,0,0,1,1,1,0,0.0,27347.73,18231.82,0.0,0.0,0.0,109390.91,45579.55,False
118132,25929,24633.13,1,0,1,0,1,0,1,1,0,1,16892.47,0.0,11261.64,0.0,39415.76,0.0,67569.87,67569.87,True
70012,12287,15386.76,1,0,0,1,1,1,1,1,0,0,10584.56,0.0,0.0,7056.37,21169.12,3528.19,42338.24,42338.240000000005,True
81944,4938,14381.15,0,0,1,0,1,1,0,0,1,1,0.0,0.0,10437.47,0.0,29821.36,22366.02,62624.85,62624.850000000006,True
195951,38704,2684.91,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,25760.35,85867.83,42933.91,154562.09,154562.09,True
62894,7037,9086.49,1,0,1,0,1,1,1,1,0,1,11692.63,0.0,7795.09,0.0,18188.53,9094.27,46770.51,46770.520000000004,True
172222,12312,30682.86,0,0,0,1,0,1,1,1,0,1,0.0,0.0,0.0,21537.86,0.0,64613.57,129227.14,86151.43,False
72348,18679,8403.45,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,7544.26,25147.53,12573.76,45265.55,45265.55,True
102800,12764,16979.39,0,0,1,0,1,1,1,0,1,1,0.0,0.0,12176.1,0.0,40587.01,20293.5,73056.61,73056.61,True
184265,23681,27845.77,1,0,0,0,1,1,0,0,0,1,33184.56,0.0,0.0,0.0,39821.47,59732.2,132738.23,132738.22999999998,True
157495,27374,4487.87,1,0,0,0,0,0,0,1,0,0,62816.57,0.0,0.0,0.0,0.0,0.0,125633.13,62816.57,False
141531,13574,19553.49,1,0,1,0,1,0,1,1,0,0,27100.88,0.0,18067.25,0.0,63235.38,0.0,108403.51,108403.51000000001,True
88249,6820,19156.69,0,0,0,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,24908.92,37363.39,62272.31,62272.31,True
109856,8433,938.43,0,0,0,0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,50242.29,50242.29,100484.57,100484.58,True
91960,155,27364.15,0,0,1,1,0,1,1,0,1,0,0.0,0.0,10740.14,10740.14,0.0,32220.42,64440.85,53700.7,False
102935,15543,5276.95,0,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,82115.05,0.0,False
149630,3733,40107.65,1,0,0,1,1,1,0,1,1,0,26447.34,0.0,0.0,17631.56,49368.36,12342.09,105789.35,105789.35,True
50007,10619,2074.38,0,0,1,0,1,1,1,0,1,0,0.0,0.0,6218.94,0.0,23321.01,7773.67,37313.62,37313.619999999995,True
163789,20138,37250.55,1,0,0,0,1,1,1,1,0,0,26600.11,0.0,0.0,0.0,45600.19,34200.14,106400.45,106400.44,True
167399,1137,6138.56,0,0,0,1,1,1,0,1,0,1,0.0,0.0,0.0,26687.24,100077.15,33359.05,160123.44,160123.44,True
119870,5784,23123.46,0,0,0,0,0,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,45481.27,90962.54000000001,45481.27,False
101898,13738,25882.24,1,0,0,1,0,0,1,1,0,0,31138.88,0.0,0.0,10379.63,0.0,0.0,62277.759999999995,41518.51,False
149762,40147,34878.95,1,0,1,0,1,1,1,1,1,1,18684.01,0.0,12456.01,0.0,29064.02,14532.01,74736.05,74736.04999999999,True
194277,6862,46401.98,0,0,1,1,0,1,1,0,0,1,0.0,0.0,23502.17,23502.17,0.0,94008.68,141013.02,141013.02,True
197966,1131,6379.16,1,0,0,1,1,0,1,1,0,0,47613.96,0.0,0.0,31742.64,111099.24,0.0,190455.84,190455.84000000003,True
118489,30781,4178.2,1,0,1,0,0,1,1,1,1,0,19276.11,0.0,12850.74,0.0,0.0,51402.95,83529.8,83529.79999999999,True
112592,1918,17006.24,1,0,1,0,1,0,1,1,1,1,23416.94,0.0,15611.29,0.0,54639.53,0.0,93667.76,93667.76,True
162485,32899,40999.54,0,0,1,1,1,1,1,1,1,0,0.0,0.0,14764.41,14764.41,23623.06,35434.58,88586.45999999999,88586.46,True
123653,29714,15162.63,1,0,1,1,1,1,1,0,1,1,19694.09,0.0,13129.39,13129.39,21882.33,10941.16,78776.37,78776.36,True
61974,13672,2970.54,0,1,0,1,0,1,0,0,1,0,0.0,5666.43,0.0,7555.24,0.0,22665.73,45331.46,35887.4,False
51058,3940,2610.0,1,0,0,1,1,1,0,1,0,1,11127.0,0.0,0.0,7418.0,12981.5,12981.5,44508.0,44508.0,True
153692,33005,15597.42,0,0,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,70059.72,35029.86,105089.58,105089.58,True
51174,10039,11663.62,1,0,0,1,1,1,1,0,1,0,7367.84,0.0,0.0,4911.9,12893.73,4297.91,29471.379999999997,29471.38,True
120876,30092,17767.48,1,0,1,0,1,1,0,1,1,1,18254.13,0.0,12169.42,0.0,36508.26,6084.71,73016.52,73016.52,True
175216,12200,51145.41,0,0,0,1,0,1,1,0,1,0,0.0,0.0,0.0,18645.1,0.0,55935.29,111870.59,74580.39,False
86382,2827,21899.18,0,1,0,0,0,0,1,1,0,0,0.0,15413.95,0.0,0.0,0.0,0.0,61655.82,15413.95,False
112485,1068,22283.7,0,1,0,0,0,1,0,0,0,1,0.0,11141.66,0.0,0.0,0.0,59422.2,89133.3,70563.86,False
113275,10785,23505.49,0,1,0,0,0,1,1,1,1,0,0.0,9873.06,0.0,0.0,0.0,52656.34,78984.51,62529.399999999994,False
161551,778,23357.7,1,0,0,0,1,0,1,0,1,0,34353.82,0.0,0.0,0.0,103061.47,0.0,137415.3,137415.29,True
54480,14459,8229.95,0,0,1,1,1,1,1,1,0,0,0.0,0.0,5298.51,5298.51,15895.53,5298.51,31791.05,31791.060000000005,True
178962,40974,41176.05,1,0,0,1,1,0,0,1,1,1,24202.99,0.0,0.0,16135.32,56473.64,0.0,96811.95,96811.95,True
183396,20345,25089.0,0,1,1,1,1,1,1,0,1,1,0.0,17245.25,22993.67,22993.67,37364.71,37364.71,137962.0,137962.00999999998,True
167238,2172,10767.8,1,0,0,0,1,1,1,1,1,0,38574.55,0.0,0.0,0.0,86792.74,28930.91,154298.2,154298.2,True
185157,21338,31725.05,0,1,0,1,1,1,0,0,1,1,0.0,16511.74,0.0,22015.66,62377.7,31188.85,132093.95,132093.95,True
124109,20944,28059.47,0,1,1,1,1,0,0,0,1,0,0.0,9388.19,12517.59,12517.59,40682.16,0.0,75105.53,75105.53,True
117247,1925,24310.32,1,0,0,0,0,1,0,1,0,0,22752.92,0.0,0.0,0.0,0.0,60674.45,91011.68,83427.37,False
66345,9421,15275.54,1,0,1,1,0,1,0,1,0,1,8329.69,0.0,5553.13,5553.13,0.0,22212.51,41648.46,41648.46,True
162034,40868,28181.11,1,0,1,1,1,1,0,0,0,0,23246.22,0.0,15497.48,15497.48,30994.96,7748.74,92984.89,92984.87999999999,True
128116,19544,9539.3,0,1,1,0,1,1,1,1,1,1,0.0,12379.09,16505.45,0.0,35074.08,35074.08,99032.7,99032.70000000001,True
58173,3058,3011.74,1,0,0,0,1,1,1,1,1,1,13025.82,0.0,0.0,0.0,33494.95,5582.49,52103.26,52103.259999999995,True
181409,33836,21693.32,1,0,0,0,1,1,1,1,1,1,31469.92,0.0,0.0,0.0,75527.81,18881.95,125879.68,125879.68,True
172168,12674,33932.2,0,0,1,1,1,1,1,1,0,0,0.0,0.0,20926.97,20926.97,62780.9,20926.97,125561.8,125561.81,True
178730,43443,40090.92,0,0,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,76156.86,19039.22,95196.08,95196.08,True
163999,40263,18816.13,1,0,1,0,1,1,1,0,1,0,26229.97,0.0,17486.64,0.0,34973.29,26229.97,104919.87,104919.87,True
57194,15626,10300.27,1,0,0,1,1,1,1,0,1,0,7816.93,0.0,0.0,5211.29,13679.63,4559.88,31267.73,31267.73,True
187148,48815,4521.98,1,0,1,0,1,1,1,1,1,1,33452.75,0.0,22301.84,0.0,52037.62,26018.81,133811.02,133811.02,True
125206,6783,9268.06,0,0,1,1,1,1,0,1,0,1,0.0,0.0,18192.49,18192.49,48513.31,24256.65,109154.94,109154.94,True
136166,33826,15419.49,0,1,0,1,1,1,1,1,1,1,0.0,10865.06,0.0,14486.75,24627.48,36941.22,86920.51,86920.51,True
154222,20998,38095.84,1,0,0,1,1,1,0,1,1,0,23782.04,0.0,0.0,15854.69,44393.14,11098.29,95128.16,95128.16,True
80028,3470,19580.0,0,0,0,0,1,1,0,1,1,1,0.0,0.0,0.0,0.0,37985.33,18992.67,56978.0,56978.0,True
65676,8102,3214.85,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,54359.15,0.0,54359.15,54359.15,True
61928,8294,13414.22,0,0,0,1,0,1,1,1,0,0,0.0,0.0,0.0,6703.3,0.0,26813.19,40219.78,33516.49,False
61906,14395,15701.26,0,0,1,1,1,1,1,0,0,0,0.0,0.0,5301.62,5301.62,10603.25,10603.25,31809.739999999998,31809.739999999998,True
116685,25124,20637.89,1,0,1,1,1,1,1,1,1,1,17730.78,0.0,11820.52,11820.52,22163.47,7387.82,70923.11,70923.11,True
123082,16279,28769.91,1,0,0,1,1,1,1,0,1,0,19508.27,0.0,0.0,13005.51,26011.03,19508.27,78033.09,78033.08,True
120743,12616,35464.55,0,0,0,0,1,1,0,1,1,1,0.0,0.0,0.0,0.0,62282.1,10380.35,72662.45,72662.45,True
152812,17276,43647.97,0,0,0,0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,61258.69,30629.34,91888.03,91888.03,True
67691,3131,3683.45,1,0,0,1,1,1,1,0,1,0,15219.14,0.0,0.0,10146.09,14204.53,21306.79,60876.55,60876.55,True
180189,10497,11510.74,0,0,1,1,1,1,0,1,1,1,0.0,0.0,26363.54,26363.54,90389.29,15064.88,158181.26,158181.25,True
186142,55724,35467.33,0,0,1,0,1,1,0,1,1,0,0.0,0.0,15825.11,0.0,63300.45,15825.11,94950.67,94950.67,True
83608,11329,6906.82,0,1,1,0,0,0,0,1,0,1,0.0,16343.05,49029.14,0.0,0.0,0.0,65372.18,65372.19,True
150739,16839,20121.06,0,1,0,0,1,1,1,1,0,1,0.0,14222.37,0.0,0.0,85334.21,14222.37,113778.94,113778.95,True
127565,30951,3865.27,0,0,1,0,1,1,1,1,0,1,0.0,0.0,15458.12,0.0,44166.06,33124.55,92748.73,92748.73000000001,True
56210,8976,1870.07,0,0,0,1,1,0,1,1,0,0,0.0,0.0,0.0,7560.65,37803.28,0.0,45363.93,45363.93,True
137055,37394,14229.6,0,0,1,1,1,1,1,1,0,1,0.0,0.0,14238.57,14238.57,37969.51,18984.76,85431.4,85431.40999999999,True
180255,4719,18920.42,0,1,1,1,1,0,0,1,0,0,0.0,19576.95,26102.6,26102.6,84833.44,0.0,156615.58000000002,156615.59,True
159390,1886,30690.44,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,63406.78,63406.78,126813.56,126813.56,True
138335,16077,13566.81,1,0,0,0,0,1,1,1,0,1,27172.8,0.0,0.0,0.0,0.0,72460.79,108691.19,99633.59,False
137509,13528,23464.78,1,0,1,1,1,1,1,1,1,1,25129.06,0.0,16752.7,16752.7,31411.32,10470.44,100516.22,100516.22,True
140682,23266,12961.37,1,0,0,1,1,0,0,1,0,0,26113.66,0.0,0.0,17409.1,60931.87,0.0,104454.63,104454.63,True
177801,10883,38754.93,0,0,1,1,1,1,0,1,0,1,0.0,0.0,21360.51,21360.51,64081.54,21360.51,128163.07,128163.06999999999,True
113382,15442,11519.15,0,0,1,0,1,1,0,1,0,0,0.0,0.0,14403.48,0.0,36008.69,36008.69,86420.85,86420.86,True
164676,18651,14493.53,0,0,1,1,1,1,1,0,1,0,0.0,0.0,21921.91,21921.91,43843.82,43843.82,131531.47,131531.46,True
105066,26686,7110.97,0,0,1,1,1,1,0,1,0,0,0.0,0.0,11878.17,11878.17,23756.34,23756.34,71269.03,71269.02,True
59974,12763,3769.27,1,0,0,0,1,0,0,1,0,1,10860.43,0.0,0.0,0.0,32581.3,0.0,43441.73,43441.729999999996,True
127670,25198,4601.24,1,0,1,1,1,1,1,1,0,1,24467.69,0.0,16311.79,16311.79,23302.56,17476.92,97870.76,97870.75,True
67981,8800,12888.88,1,0,0,1,0,1,0,1,0,0,10682.8,0.0,0.0,7121.86,0.0,28487.46,46292.12,46292.119999999995,True
79507,1911,5173.53,1,0,0,1,1,0,0,0,1,1,18105.62,0.0,0.0,12070.41,42246.44,0.0,72422.47,72422.47,True
90200,5170,16634.44,1,0,0,0,1,1,1,0,1,0,17098.89,0.0,0.0,0.0,38472.5,12824.17,68395.56,68395.56,True
173411,43699,23982.49,0,0,0,1,1,0,1,1,1,0,0.0,0.0,0.0,17621.58,88107.93,0.0,105729.51,105729.51,True
80018,23758,13667.42,0,1,0,1,1,1,1,1,0,1,0.0,5324.07,0.0,7098.76,17239.85,12929.89,42592.58,42592.57,True
97044,17027,25022.61,0,1,0,0,1,0,1,1,1,0,0.0,6874.3,0.0,0.0,48120.09,0.0,54994.39,54994.39,True
98900,19350,4539.03,1,0,0,0,1,1,1,1,0,1,18752.74,0.0,0.0,0.0,22503.29,33754.94,75010.97,75010.97,True
70156,11808,16874.92,1,0,1,0,1,0,1,0,1,0,10368.27,0.0,6912.18,0.0,24192.63,0.0,41473.08,41473.08,True
157708,15152,7854.85,0,1,0,1,1,1,1,0,0,1,0.0,16837.64,0.0,22450.19,63608.88,31804.44,134701.15,134701.15,True
193852,32578,37620.34,0,0,1,1,1,1,1,1,0,0,0.0,0.0,20608.94,20608.94,65948.62,16487.15,123653.66,123653.65,True
112704,29722,19213.79,1,0,1,0,1,1,1,0,1,0,15942.05,0.0,10628.03,0.0,24798.75,12399.37,63768.21,63768.200000000004,True
85443,20508,11994.3,0,0,1,1,1,0,0,1,0,1,0.0,0.0,8823.45,8823.45,35293.8,0.0,52940.7,52940.700000000004,True
180683,24640,47970.4,1,0,1,1,1,0,1,0,0,0,27018.15,0.0,18012.1,18012.1,45030.25,0.0,108072.6,108072.6,True
190249,50668,21105.25,1,0,0,0,1,1,1,1,0,1,29618.94,0.0,0.0,0.0,59237.88,29618.94,118475.75,118475.76,True
55496,6404,12517.72,0,1,0,0,1,1,0,1,1,0,0.0,4571.78,0.0,0.0,25602.0,6400.5,36574.28,36574.28,True
176147,13320,45198.0,0,0,1,1,1,1,0,1,1,0,0.0,0.0,19604.83,19604.83,52279.56,26139.78,117629.0,117629.0,True
130204,17158,14388.29,0,0,1,1,1,0,0,1,0,1,0.0,0.0,16442.95,16442.95,65771.81,0.0,98657.70999999999,98657.70999999999,True
85662,11810,10528.98,1,0,0,1,1,1,0,1,1,1,15830.76,0.0,0.0,10553.84,24625.62,12312.81,63323.020000000004,63323.03,True
199416,20564,44850.75,0,0,1,1,1,1,1,1,1,1,0.0,0.0,22333.54,22333.54,71467.33,17866.83,134001.25,134001.24,True
172675,29292,28062.29,1,0,0,0,1,1,0,1,0,1,28830.18,0.0,0.0,0.0,57660.35,28830.18,115320.70999999999,115320.70999999999,True
93984,27064,625.55,1,0,0,0,1,1,1,1,1,0,16573.61,0.0,0.0,0.0,19888.33,29832.5,66294.45,66294.44,True
71956,1300,21195.05,1,0,1,1,0,1,1,1,1,0,11414.07,0.0,7609.38,7609.38,0.0,22828.13,49460.95,49460.96000000001,True
79675,1595,4082.93,1,0,0,0,1,1,1,1,1,1,18499.27,0.0,0.0,0.0,31713.03,23784.77,73997.07,73997.07,True
114358,32970,2011.06,1,0,1,0,1,1,1,1,0,0,19844.24,0.0,13229.49,0.0,30868.81,15434.41,79376.94,79376.95000000001,True
174434,8099,38631.8,0,0,0,0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,51081.28,76621.92,127703.2,127703.2,True
147668,31554,3584.77,0,1,1,1,1,1,1,1,1,0,0.0,14066.15,18754.87,18754.87,52245.71,8707.62,112529.23,112529.22,True
66134,10056,3021.37,1,0,1,1,1,1,0,1,0,0,13264.16,0.0,8842.77,8842.77,16580.2,5526.73,53056.63,53056.630000000005,True
172326,22039,16818.38,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,22244.77,111223.85,0.0,133468.62,133468.62,True
137271,41046,5656.36,0,1,0,0,1,0,1,0,1,1,0.0,11321.08,0.0,0.0,79247.56,0.0,90568.64,90568.64,True
82546,3306,14067.12,1,0,0,0,1,0,1,0,0,1,16293.22,0.0,0.0,0.0,48879.66,0.0,65172.88,65172.880000000005,True
175696,35320,21223.57,0,0,0,1,1,1,0,1,0,1,0.0,0.0,0.0,19858.74,66195.79,33097.9,119152.43,119152.43,True
139550,2463,41865.64,1,0,1,1,1,1,1,1,0,0,23805.34,0.0,15870.23,15870.23,19837.78,19837.78,95221.36,95221.36,True
103116,29024,16643.49,0,1,1,0,0,1,1,0,0,0,0.0,7181.06,9574.75,0.0,0.0,38299.01,57448.509999999995,55054.82000000001,False
92497,27729,6754.07,0,0,1,1,1,1,1,1,1,1,0.0,0.0,9668.99,9668.99,15470.38,23205.57,58013.93,58013.93,True
81433,592,5419.65,0,1,1,0,0,1,1,0,0,1,0.0,9427.67,12570.23,0.0,0.0,37710.68,75421.35,59708.58,False
108741,32181,9149.31,1,0,0,1,1,0,1,1,1,1,16852.67,0.0,0.0,11235.11,39322.9,0.0,67410.69,67410.68,True
109589,19223,5550.76,1,0,1,0,1,1,1,1,0,1,21203.81,0.0,14135.87,0.0,32983.7,16491.85,84815.24,84815.23000000001,True
188149,38149,32593.95,1,0,0,1,1,1,0,1,0,1,29351.51,0.0,0.0,19567.67,45657.91,22828.95,117406.05,117406.04,True
141882,41400,25857.85,1,0,0,1,0,0,0,0,0,1,37312.07,0.0,0.0,24874.72,0.0,0.0,74624.15,62186.79,False
77844,20468,13846.16,0,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,7254.97,0.0,21764.92,43529.84,29019.89,False
78050,13947,19716.55,0,1,1,1,1,1,0,1,1,1,0.0,5548.31,7397.74,7397.74,19234.13,4808.53,44386.45,44386.45,True
186687,35763,47964.57,1,0,0,1,1,1,0,1,0,1,25739.86,0.0,0.0,17159.9,40039.78,20019.89,102959.43,102959.43000000001,True
183382,34072,20104.95,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.0,103364.04,25841.01,129205.05,129205.04999999999,True
156172,13562,31687.42,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,110922.58,0.0,110922.58,110922.58,True
64876,4748,19189.8,0,1,1,0,0,1,1,1,1,0,0.0,5117.27,6823.03,0.0,0.0,20469.1,40938.2,32409.399999999998,False
103212,26410,9493.0,0,0,0,1,1,0,0,1,0,0,0.0,0.0,0.0,11218.17,56090.83,0.0,67309.0,67309.0,True
69984,17868,6945.73,1,0,1,1,0,1,0,1,0,1,9034.05,0.0,6022.7,6022.7,0.0,24090.81,45170.270000000004,45170.26,True
117022,7298,15887.38,1,0,0,1,1,1,1,0,0,1,23459.15,0.0,0.0,15639.44,31278.87,23459.15,93836.62,93836.61000000002,True
190521,26552,7597.26,1,0,1,0,1,1,1,0,0,0,39092.93,0.0,26061.96,0.0,68412.64,22804.21,156371.74,156371.74,True
74411,22158,1532.86,1,0,0,1,1,1,1,1,0,1,12680.03,0.0,0.0,8453.36,19724.5,9862.25,50720.14,50720.14,True
132278,35135,5680.19,0,1,1,1,1,1,0,1,1,0,0.0,11432.85,15243.8,15243.8,37156.77,12385.59,91462.81,91462.81,True
147582,38449,11491.93,1,0,1,1,1,1,1,0,1,1,24410.27,0.0,16273.51,16273.51,27122.52,13561.26,97641.07,97641.06999999999,True
116942,5203,17098.11,1,0,0,0,0,1,1,1,1,0,23660.22,0.0,0.0,0.0,0.0,63093.93,94640.89,86754.15,False
128605,34927,6054.55,0,0,0,1,1,1,1,0,1,0,0.0,0.0,0.0,14603.91,36509.77,36509.77,87623.45,87623.44999999998,True
177960,20404,15303.09,0,0,1,0,1,1,1,1,0,1,0.0,0.0,23708.82,0.0,59272.05,59272.05,142252.91,142252.91999999998,True
87387,4067,23232.48,0,1,0,0,1,1,1,1,0,0,0.0,7510.94,0.0,0.0,26288.29,26288.29,60087.520000000004,60087.520000000004,True
113413,14630,18318.1,1,0,0,1,1,1,1,1,1,0,20116.22,0.0,0.0,13410.82,31291.91,15645.95,80464.9,80464.9,True
60915,3919,6392.89,1,0,0,1,1,1,0,1,1,0,12650.78,0.0,0.0,8433.85,19678.99,9839.49,50603.11,50603.11,True
97989,13807,444.87,1,0,0,0,1,1,0,1,1,0,20934.28,0.0,0.0,0.0,41868.57,20934.28,83737.13,83737.13,True
77346,20481,8800.9,1,0,0,1,1,0,1,0,0,1,12016.02,0.0,0.0,8010.68,28037.39,0.0,48064.1,48064.09,True
110067,32305,14964.17,1,0,1,1,1,1,1,1,1,1,15699.46,0.0,10466.31,10466.31,20932.61,5233.15,62797.83,62797.84,True
103433,8497,8213.96,1,0,0,0,0,1,0,1,0,0,21680.51,0.0,0.0,0.0,0.0,43361.02,86722.04000000001,65041.53,False
120792,12051,11870.27,1,0,0,0,1,1,1,0,1,1,24217.68,0.0,0.0,0.0,41516.03,31137.02,96870.73,96870.73,True
71913,15974,8421.52,1,0,0,0,1,1,1,1,1,1,11879.37,0.0,0.0,0.0,23758.74,11879.37,47517.479999999996,47517.48,True
129425,3301,30611.54,1,0,1,0,1,0,0,0,1,1,23878.11,0.0,15918.74,0.0,55715.6,0.0,95512.45999999999,95512.45,True
66601,8435,11842.88,0,1,1,1,1,1,0,1,0,0,0.0,5790.39,7720.52,7720.52,16727.79,8363.9,46323.12,46323.12,True
80938,14763,19928.59,1,0,0,1,1,1,0,0,0,0,11561.6,0.0,0.0,7707.74,17984.72,8992.36,46246.41,46246.42,True
161773,24265,28656.84,1,0,0,0,1,0,1,1,1,1,27212.79,0.0,0.0,0.0,81638.37,0.0,108851.16,108851.16,True
95858,26647,6939.17,1,0,0,0,1,1,1,1,1,0,15567.96,0.0,0.0,0.0,31135.91,15567.96,62271.83,62271.829999999994,True
171844,15532,454.64,0,0,1,1,1,1,1,1,1,0,0.0,0.0,25976.23,25976.23,69269.94,34634.97,155857.36,155857.37,True
193764,18514,40349.9,1,0,1,0,1,1,1,1,1,1,33725.03,0.0,22483.35,0.0,59018.79,19672.93,134900.1,134900.1,True
