text,estate,total_assets,debts,funeral_expenses,bequests,wife,husband,sons,daughters,father,mother,brothers,sisters,grandchildren
"The estate is worth $671,298.26. It has debts of $122,188.85, funeral expenses of $1,963.05, a bequest of $101,533.83. Survivors include: 4 son(s), 4 daughter(s), 1 brother(s), 3 sister(s)",445612.53,671298.26,122188.85,1963.05,101533.83,0,0,4,4,0,0,1,3,0
"The estate is worth $828,059.53. It has debts of $124,682.57, funeral expenses of $6,773.92, a bequest of $93,224.21. Survivors include: a mother, 1 sister(s), 1 grandchild(ren)",603378.83,828059.53,124682.57,6773.92,93224.21,0,0,0,0,0,1,0,1,1
"The estate is worth $229,859.51. It has debts of $8,437.46, funeral expenses of $9,574.51, a bequest of $36,076.28. Survivors include: a wife, 5 son(s), 5 daughter(s), a father, a mother, 3 brother(s), 1 sister(s), 2 grandchild(ren)",175771.26,229859.51,8437.46,9574.51,36076.28,1,0,5,5,1,1,3,1,2
"The estate is worth $140,229.72. It has debts of $13,370.81, funeral expenses of $6,194.46, a bequest of $3,690.29. Survivors include: 5 son(s), 1 daughter(s), a father, 1 brother(s), 1 sister(s), 2 grandchild(ren)",116974.16,140229.72,13370.81,6194.46,3690.29,0,0,5,1,1,0,1,1,2
"The estate is worth $824,114.66. It has debts of $80,015.36, funeral expenses of $2,204.11, a bequest of $231,064.24. Survivors include: a wife, 1 son(s), 1 daughter(s), a father, 2 brother(s), 2 sister(s), 2 grandchild(ren)",510830.95000000007,824114.66,80015.36,2204.11,231064.24,1,0,1,1,1,0,2,2,2
"The estate is worth $338,224.85. It has debts of $63,889.23, funeral expenses of $7,020.24, a bequest of $20,945.19. Survivors include: a husband, 1 son(s), 1 daughter(s), a mother, 2 brother(s), 1 sister(s), 2 grandchild(ren)",246370.19,338224.85,63889.23,7020.24,20945.19,0,1,1,1,0,1,2,1,2
"The estate is worth $875,645.18. It has debts of $20,219.04, funeral expenses of $5,931.32, a bequest of $276,465.45. Survivors include: a wife, 3 son(s), 1 daughter(s), a father, a mother, 1 brother(s), 2 grandchild(ren)",573029.3700000001,875645.18,20219.04,5931.32,276465.45,1,0,3,1,1,1,1,0,2
"The estate is worth $482,605.53. It has debts of $45,854.08, funeral expenses of $8,222.79, a bequest of $5,658.61. Survivors include: 4 son(s), 5 daughter(s), a father, 2 brother(s)",422870.0500000001,482605.53,45854.08,8222.79,5658.61,0,0,4,5,1,0,2,0,0
"The estate is worth $780,462.76. It has debts of $48,989.79, funeral expenses of $1,580.88, a bequest of $217,519.81. Survivors include: a wife, 2 son(s), 2 daughter(s), 2 brother(s), 1 sister(s)",512372.28,780462.76,48989.79,1580.88,217519.81,1,0,2,2,0,0,2,1,0
"The estate is worth $406,749.95. It has debts of $53,312.98, funeral expenses of $4,009.12, a bequest of $49,390.13. Survivors include: a husband, 2 son(s), 2 daughter(s), a father, a mother, 1 brother(s), 1 sister(s)",300037.72000000003,406749.95,53312.98,4009.12,49390.13,0,1,2,2,1,1,1,1,0
"The estate is worth $699,538.73. It has debts of $153,972.15, funeral expenses of $4,505.67, a bequest of $73,697.10. Survivors include: a husband, 3 son(s), 4 daughter(s), a father, a mother, 1 brother(s), 3 sister(s), 2 grandchild(ren)",467363.81,699538.73,153972.15,4505.67,73697.1,0,1,3,4,1,1,1,3,2
"The estate is worth $951,082.26. It has debts of $205,863.94, funeral expenses of $6,676.15, a bequest of $117,459.39. Survivors include: a wife, 5 son(s), 5 daughter(s), a father, 3 brother(s), 3 sister(s), 1 grandchild(ren)",621082.78,951082.26,205863.94,6676.15,117459.39,1,0,5,5,1,0,3,3,1
"The estate is worth $968,305.99. It has debts of $210,802.65, funeral expenses of $6,040.04, a bequest of $128,028.77. Survivors include: 3 son(s), 5 daughter(s), a father, 3 brother(s), 3 sister(s), 2 grandchild(ren)",623434.5299999999,968305.99,210802.65,6040.04,128028.77,0,0,3,5,1,0,3,3,2
"The estate is worth $108,140.46. It has debts of $7,111.64, funeral expenses of $3,050.22, a bequest of $24,926.19. Survivors include: a husband, 2 daughter(s), 1 sister(s), 1 grandchild(ren)",73052.41,108140.46,7111.64,3050.22,24926.19,0,1,0,2,0,0,0,1,1
"The estate is worth $448,971.43. It has debts of $7,468.86, funeral expenses of $6,787.12, a bequest of $86,508.51. Survivors include: a wife, 5 son(s), 4 daughter(s), 1 brother(s)",348206.94,448971.43,7468.86,6787.12,86508.51,1,0,5,4,0,0,1,0,0
"The estate is worth $944,994.67. It has debts of $34,108.32, funeral expenses of $5,453.32, a bequest of $36,461.62. Survivors include: a wife, 5 son(s), 2 daughter(s), a father, a mother, 2 brother(s), 3 sister(s), 2 grandchild(ren)",868971.4100000001,944994.67,34108.32,5453.32,36461.62,1,0,5,2,1,1,2,3,2
"The estate is worth $380,766.42. It has debts of $53,673.98, funeral expenses of $4,080.51, a bequest of $100,042.39. Survivors include: a wife, 5 son(s), 1 daughter(s), a mother, 1 brother(s), 1 grandchild(ren)",222969.54,380766.42,53673.98,4080.51,100042.39,1,0,5,1,0,1,1,0,1
"The estate is worth $473,014.37. It has debts of $63,891.93, funeral expenses of $2,998.14, a bequest of $85,728.46. Survivors include: a wife, 1 son(s), 5 daughter(s), a father, a mother, 1 sister(s), 2 grandchild(ren)",320395.84,473014.37,63891.93,2998.14,85728.46,1,0,1,5,1,1,0,1,2
"The estate is worth $458,257.46. It has debts of $109,855.02, funeral expenses of $7,625.53, a bequest of $7,734.74. Survivors include: a wife, 2 son(s), 1 daughter(s), a father, a mother, 3 brother(s), 2 sister(s), 1 grandchild(ren)",333042.17,458257.46,109855.02,7625.53,7734.74,1,0,2,1,1,1,3,2,1
"The estate is worth $143,967.30. It has debts of $35,216.26, funeral expenses of $6,918.39, a bequest of $4,869.74. Survivors include: a husband, 4 son(s), 4 daughter(s), a father, a mother, 2 brother(s), 1 sister(s), 2 grandchild(ren)",96962.90999999996,143967.3,35216.26,6918.39,4869.74,0,1,4,4,1,1,2,1,2
"The estate is worth $138,048.90. It has debts of $10,959.56, funeral expenses of $9,660.91, a bequest of $23,476.01. Survivors include: a husband, 4 son(s), 3 daughter(s), a mother, 1 grandchild(ren)",93952.42,138048.9,10959.56,9660.91,23476.01,0,1,4,3,0,1,0,0,1
"The estate is worth $368,814.25. It has debts of $35,937.48, funeral expenses of $1,553.30, a bequest of $10,403.74. Survivors include: a husband, 3 son(s), 5 daughter(s), a father, a mother, 1 brother(s), 2 grandchild(ren)",320919.73000000004,368814.25,35937.48,1553.3,10403.74,0,1,3,5,1,1,1,0,2
"The estate is worth $858,586.06. It has debts of $17,177.60, funeral expenses of $6,761.58, a bequest of $62,103.38. Survivors include: 2 daughter(s), a father, 3 brother(s), 3 sister(s)",772543.5000000001,858586.06,17177.6,6761.58,62103.38,0,0,0,2,1,0,3,3,0
"The estate is worth $481,177.82. It has debts of $42,553.31, funeral expenses of $3,629.19, a bequest of $121,906.58. Survivors include: a husband, 2 son(s), 5 daughter(s), 2 brother(s), 3 sister(s)",313088.74,481177.82,42553.31,3629.19,121906.58,0,1,2,5,0,0,2,3,0
"The estate is worth $661,704.09. It has debts of $124,828.25, funeral expenses of $8,716.51, a bequest of $67,496.15. Survivors include: a wife, 2 son(s), 2 daughter(s), a father, 3 brother(s)",460663.17999999993,661704.09,124828.25,8716.51,67496.15,1,0,2,2,1,0,3,0,0
"The estate is worth $589,271.65. It has debts of $87,548.16, funeral expenses of $1,291.54, a bequest of $33,957.78. Survivors include: a wife, 2 daughter(s), 3 brother(s)",466474.17,589271.65,87548.16,1291.54,33957.78,1,0,0,2,0,0,3,0,0
"The estate is worth $965,396.37. It has debts of $58,051.42, funeral expenses of $7,912.88, a bequest of $150,801.70. Survivors include: 5 son(s), 1 daughter(s), a father, a mother, 3 brother(s), 1 sister(s), 2 grandchild(ren)",748630.3699999999,965396.37,58051.42,7912.88,150801.7,0,0,5,1,1,1,3,1,2
"The estate is worth $427,993.10. It has debts of $30,852.69, funeral expenses of $1,449.24, a bequest of $55,693.29. Survivors include: 3 son(s), 1 daughter(s), a father, a mother, 3 brother(s), 2 sister(s)",339997.88,427993.1,30852.69,1449.24,55693.29,0,0,3,1,1,1,3,2,0
"The estate is worth $737,877.70. It has debts of $141,125.72, funeral expenses of $4,413.75, a bequest of $86,251.01. Survivors include: a husband, 3 son(s), 2 daughter(s), a father, 3 brother(s), 3 sister(s), 2 grandchild(ren)",506087.22,737877.7,141125.72,4413.75,86251.01,0,1,3,2,1,0,3,3,2
"The estate is worth $97,099.28. It has debts of $7,456.63, funeral expenses of $8,822.41, a bequest of $7,095.61. Survivors include: a wife, 1 son(s), a father, a mother, 3 brother(s)",73724.62999999999,97099.28,7456.63,8822.41,7095.61,1,0,1,0,1,1,3,0,0
"The estate is worth $127,812.46. It has debts of $24,606.50, funeral expenses of $9,991.47, a bequest of $17,124.13. Survivors include: a wife, 4 son(s), 5 daughter(s), a father, a mother",76090.36,127812.46,24606.5,9991.47,17124.13,1,0,4,5,1,1,0,0,0
"The estate is worth $126,052.20. It has debts of $14,971.59, funeral expenses of $3,036.93, a bequest of $34,127.35. Survivors include: a husband, 1 son(s), 5 daughter(s), a mother, 1 brother(s)",73916.33000000002,126052.2,14971.59,3036.93,34127.35,0,1,1,5,0,1,1,0,0
"The estate is worth $987,385.20. It has debts of $183,237.08, funeral expenses of $8,189.58, a bequest of $250,579.98. Survivors include: a wife, 2 son(s), 3 daughter(s), 3 brother(s), 1 sister(s), 1 grandchild(ren)",545378.56,987385.2,183237.08,8189.58,250579.98,1,0,2,3,0,0,3,1,1
"The estate is worth $516,633.08. It has debts of $75,837.32, funeral expenses of $8,640.82, a bequest of $85,250.29. Survivors include: a husband, 5 son(s), 2 daughter(s), a mother, 1 grandchild(ren)",346904.65,516633.08,75837.32,8640.82,85250.29,0,1,5,2,0,1,0,0,1
"The estate is worth $203,138.73. It has debts of $11,133.56, funeral expenses of $8,498.67, a bequest of $1,197.59. Survivors include: 5 son(s), 5 daughter(s), a mother, 2 brother(s), 2 sister(s)",182308.91,203138.73,11133.56,8498.67,1197.59,0,0,5,5,0,1,2,2,0
"The estate is worth $201,856.16. It has debts of $34,841.78, funeral expenses of $9,467.09, a bequest of $15,431.22. Survivors include: 1 son(s), a mother, 2 sister(s), 2 grandchild(ren)",142116.07,201856.16,34841.78,9467.09,15431.22,0,0,1,0,0,1,0,2,2
"The estate is worth $912,903.05. It has debts of $1,000.01, funeral expenses of $6,231.06, a bequest of $194,289.07. Survivors include: 2 son(s), 3 daughter(s), a mother, 1 brother(s), 1 sister(s), 2 grandchild(ren)",711382.9099999999,912903.05,1000.01,6231.06,194289.07,0,0,2,3,0,1,1,1,2
"The estate is worth $136,097.13. It has debts of $29,805.88, funeral expenses of $1,872.87, a bequest of $32,265.72. Survivors include: 1 son(s), 1 daughter(s)",72152.66,136097.13,29805.88,1872.87,32265.72,0,0,1,1,0,0,0,0,0
"The estate is worth $522,310.18. It has debts of $108,985.77, funeral expenses of $4,315.98, a bequest of $56,605.12. Survivors include: a wife, 2 son(s), 2 daughter(s), a father, a mother, 2 brother(s), 1 sister(s)",352403.31,522310.18,108985.77,4315.98,56605.12,1,0,2,2,1,1,2,1,0
"The estate is worth $346,963.12. It has debts of $66,657.08, funeral expenses of $7,337.04, a bequest of $60,204.72. Survivors include: a wife, 4 son(s), 3 daughter(s), a mother, 1 brother(s), 3 sister(s)",212764.28,346963.12,66657.08,7337.04,60204.72,1,0,4,3,0,1,1,3,0
"The estate is worth $513,408.20. It has debts of $3,194.13, funeral expenses of $4,430.83, a bequest of $168,187.99. Survivors include: a wife, 1 son(s), 2 daughter(s), a father, a mother, 1 sister(s), 1 grandchild(ren)",337595.25,513408.2,3194.13,4430.83,168187.99,1,0,1,2,1,1,0,1,1
"The estate is worth $65,417.15. It has debts of $6,500.11, funeral expenses of $5,752.78, a bequest of $13,433.66. Survivors include: a husband, 2 son(s), 5 daughter(s), 2 grandchild(ren)",39730.600000000006,65417.15,6500.11,5752.78,13433.66,0,1,2,5,0,0,0,0,2
"The estate is worth $243,457.24. It has debts of $24,665.36, funeral expenses of $2,213.73, a bequest of $50,870.72. Survivors include: a wife, 1 son(s), 2 daughter(s), a father, 1 brother(s), 2 sister(s), 2 grandchild(ren)",165707.43,243457.24,24665.36,2213.73,50870.72,1,0,1,2,1,0,1,2,2
"The estate is worth $697,078.68. It has debts of $167,499.62, funeral expenses of $6,046.26, a bequest of $148,653.10. Survivors include: a wife, 1 son(s), 5 daughter(s), a father, a mother, 1 sister(s), 2 grandchild(ren)",374879.70000000007,697078.68,167499.62,6046.26,148653.1,1,0,1,5,1,1,0,1,2
"The estate is worth $95,053.78. It has debts of $18,584.41, funeral expenses of $7,329.75, a bequest of $108.46. Survivors include: a husband, 5 son(s), 4 daughter(s), a father, a mother, 3 brother(s), 1 sister(s)",69031.15999999999,95053.78,18584.41,7329.75,108.46,0,1,5,4,1,1,3,1,0
"The estate is worth $212,639.71. It has debts of $44,250.68, funeral expenses of $7,996.86, a bequest of $42,925.22. Survivors include: 1 son(s), 4 daughter(s), a father, a mother, 1 grandchild(ren)",117466.95,212639.71,44250.68,7996.86,42925.22,0,0,1,4,1,1,0,0,1
"The estate is worth $318,482.55. It has debts of $10,789.87, funeral expenses of $1,909.95, a bequest of $93,860.26. Survivors include: a husband, 4 son(s), 3 daughter(s), a father, 3 brother(s), 2 sister(s)",211922.47,318482.55,10789.87,1909.95,93860.26,0,1,4,3,1,0,3,2,0
"The estate is worth $630,096.18. It has debts of $66,930.46, funeral expenses of $6,442.03, a bequest of $113,226.89. Survivors include: 1 daughter(s), a father, a mother, 3 brother(s), 1 grandchild(ren)",443496.8000000001,630096.18,66930.46,6442.03,113226.89,0,0,0,1,1,1,3,0,1
"The estate is worth $826,915.06. It has debts of $78,000.98, funeral expenses of $5,876.82, a bequest of $60,593.26. Survivors include: a husband, 5 son(s), 1 daughter(s), a father, 3 brother(s)",682444.0000000001,826915.06,78000.98,5876.82,60593.26,0,1,5,1,1,0,3,0,0
"The estate is worth $898,269.68. It has debts of $103,049.23, funeral expenses of $4,260.28, a bequest of $191,944.58. Survivors include: a husband, 1 son(s), 4 daughter(s), a father, a mother, 2 brother(s), 2 sister(s), 2 grandchild(ren)",599015.5900000001,898269.68,103049.23,4260.28,191944.58,0,1,1,4,1,1,2,2,2
"The estate is worth $224,721.11. It has debts of $29,631.41, funeral expenses of $6,367.64, a bequest of $1,337.78. Survivors include: a husband, 2 son(s), 2 daughter(s), a father, 2 brother(s), 2 grandchild(ren)",187384.28,224721.11,29631.41,6367.64,1337.78,0,1,2,2,1,0,2,0,2
"The estate is worth $80,858.27. It has debts of $2,756.73, funeral expenses of $5,068.40, a bequest of $17,071.71. Survivors include: a wife, 3 son(s), 1 daughter(s), a father, 1 brother(s), 3 sister(s), 1 grandchild(ren)",55961.430000000015,80858.27,2756.73,5068.4,17071.71,1,0,3,1,1,0,1,3,1
"The estate is worth $804,293.15. It has debts of $13,963.75, funeral expenses of $5,601.52, a bequest of $207,974.57. Survivors include: a wife, 2 son(s), 4 daughter(s), a father, 3 brother(s), 3 sister(s), 1 grandchild(ren)",576753.31,804293.15,13963.75,5601.52,207974.57,1,0,2,4,1,0,3,3,1
"The estate is worth $817,544.00. It has debts of $85,958.61, funeral expenses of $3,094.91, a bequest of $209,759.05. Survivors include: a husband, 5 daughter(s), a father, a mother, 2 brother(s), 1 sister(s), 2 grandchild(ren)",518731.43,817544.0,85958.61,3094.91,209759.05,0,1,0,5,1,1,2,1,2
"The estate is worth $527,508.59. It has debts of $70,501.32, funeral expenses of $7,120.91, a bequest of $148,713.12. Survivors include: a husband, 2 son(s), 4 daughter(s), a father, 3 brother(s), 1 sister(s), 1 grandchild(ren)",301173.24,527508.59,70501.32,7120.91,148713.12,0,1,2,4,1,0,3,1,1
"The estate is worth $882,715.37. It has debts of $181,485.59, funeral expenses of $7,466.52, a bequest of $102,234.25. Survivors include: a wife, 5 son(s), 1 daughter(s), a mother, 1 sister(s), 1 grandchild(ren)",591529.01,882715.37,181485.59,7466.52,102234.25,1,0,5,1,0,1,0,1,1
"The estate is worth $556,608.42. It has debts of $119,807.53, funeral expenses of $6,483.32, a bequest of $27,463.38. Survivors include: a husband, 2 son(s), 3 daughter(s), a father, 2 brother(s), 2 sister(s)",402854.19,556608.42,119807.53,6483.32,27463.38,0,1,2,3,1,0,2,2,0
"The estate is worth $169,964.60. It has debts of $20,888.93, funeral expenses of $6,034.65, a bequest of $33,223.52. Survivors include: a wife, 4 son(s), 3 daughter(s), a father, 2 brother(s), 2 grandchild(ren)",109817.50000000004,169964.6,20888.93,6034.65,33223.52,1,0,4,3,1,0,2,0,2
"The estate is worth $497,954.56. It has debts of $94,422.04, funeral expenses of $1,242.89, a bequest of $13,412.87. Survivors include: a husband, 2 son(s), 3 daughter(s), a father, 2 brother(s), 2 sister(s)",388876.76,497954.56,94422.04,1242.89,13412.87,0,1,2,3,1,0,2,2,0
"The estate is worth $807,607.75. It has debts of $172,502.05, funeral expenses of $8,429.54, a bequest of $104,951.42. Survivors include: 3 son(s), 4 daughter(s), a father, 2 sister(s)",521724.73999999993,807607.75,172502.05,8429.54,104951.42,0,0,3,4,1,0,0,2,0
"The estate is worth $732,088.40. It has debts of $198.27, funeral expenses of $5,898.70, a bequest of $158,401.61. Survivors include: a husband, 5 son(s), 5 daughter(s), 2 sister(s), 1 grandchild(ren)",567589.8200000001,732088.4,198.27,5898.7,158401.61,0,1,5,5,0,0,0,2,1
"The estate is worth $326,009.20. It has debts of $5,764.60, funeral expenses of $8,912.93, a bequest of $92,426.41. Survivors include: 2 daughter(s), a father, 1 sister(s), 1 grandchild(ren)",218905.26000000004,326009.2,5764.6,8912.93,92426.41,0,0,0,2,1,0,0,1,1
"The estate is worth $557,932.14. It has debts of $111,718.98, funeral expenses of $3,144.96, a bequest of $129,006.14. Survivors include: a wife, 4 son(s), a father, a mother, 1 sister(s), 1 grandchild(ren)",314062.06,557932.14,111718.98,3144.96,129006.14,1,0,4,0,1,1,0,1,1
"The estate is worth $689,688.52. It has debts of $104,286.96, funeral expenses of $7,012.17, a bequest of $164,956.78. Survivors include: 1 daughter(s), 3 brother(s), 2 sister(s), 1 grandchild(ren)",413432.61,689688.52,104286.96,7012.17,164956.78,0,0,0,1,0,0,3,2,1
"The estate is worth $423,369.08. It has debts of $50,421.88, funeral expenses of $2,667.12, a bequest of $38,184.46. Survivors include: a husband, 5 son(s), 4 daughter(s), a mother, 2 brother(s), 1 sister(s), 2 grandchild(ren)",332095.62,423369.08,50421.88,2667.12,38184.46,0,1,5,4,0,1,2,1,2
"The estate is worth $894,646.53. It has debts of $195,605.76, funeral expenses of $5,809.17, a bequest of $85,898.06. Survivors include: 2 son(s), 2 daughter(s), a mother, 2 sister(s), 1 grandchild(ren)",607333.54,894646.53,195605.76,5809.17,85898.06,0,0,2,2,0,1,0,2,1
"The estate is worth $932,653.64. It has debts of $96,685.87, funeral expenses of $7,009.63, a bequest of $136,806.73. Survivors include: a husband, 1 daughter(s), a father, 1 brother(s), 1 grandchild(ren)",692151.41,932653.64,96685.87,7009.63,136806.73,0,1,0,1,1,0,1,0,1
"The estate is worth $786,098.56. It has debts of $69,685.24, funeral expenses of $5,062.64, a bequest of $85,810.45. Survivors include: a wife, 1 daughter(s), 3 brother(s), 1 sister(s)",625540.2300000001,786098.56,69685.24,5062.64,85810.45,1,0,0,1,0,0,3,1,0
"The estate is worth $810,255.38. It has debts of $41,504.99, funeral expenses of $5,543.90, a bequest of $96,052.88. Survivors include: 5 son(s), 5 daughter(s), a mother, 3 brother(s), 1 sister(s), 2 grandchild(ren)",667153.61,810255.38,41504.99,5543.9,96052.88,0,0,5,5,0,1,3,1,2
"The estate is worth $566,489.87. It has debts of $93,736.02, funeral expenses of $3,829.15, a bequest of $39,352.07. Survivors include: a husband, 5 son(s), 1 daughter(s), 3 sister(s)",429572.63,566489.87,93736.02,3829.15,39352.07,0,1,5,1,0,0,0,3,0
"The estate is worth $285,617.41. It has debts of $4,855.07, funeral expenses of $8,610.03, a bequest of $55,452.39. Survivors include: a husband, 5 son(s), 5 daughter(s), a mother, 3 brother(s), 3 sister(s), 1 grandchild(ren)",216699.91999999995,285617.41,4855.07,8610.03,55452.39,0,1,5,5,0,1,3,3,1
"The estate is worth $221,774.71. It has debts of $30,707.17, funeral expenses of $9,725.84, a bequest of $28,131.01. Survivors include: a husband, 4 son(s), 2 daughter(s), a mother, 3 sister(s)",153210.68999999997,221774.71,30707.17,9725.84,28131.01,0,1,4,2,0,1,0,3,0
"The estate is worth $920,392.62. It has debts of $221,445.30, funeral expenses of $3,113.64, a bequest of $53,034.51. Survivors include: a husband, 1 son(s), 4 daughter(s), a father, a mother, 1 sister(s)",642799.17,920392.62,221445.3,3113.64,53034.51,0,1,1,4,1,1,0,1,0
"The estate is worth $293,512.58. It has debts of $62,698.92, funeral expenses of $5,083.12, a bequest of $44,534.52. Survivors include: 5 son(s), 5 daughter(s), a father, a mother, 1 brother(s), 3 sister(s), 2 grandchild(ren)",181196.02000000005,293512.58,62698.92,5083.12,44534.52,0,0,5,5,1,1,1,3,2
"The estate is worth $628,995.45. It has debts of $137,262.43, funeral expenses of $2,433.56, a bequest of $51,162.29. Survivors include: 4 son(s), 3 daughter(s), a mother, 3 brother(s), 2 sister(s), 2 grandchild(ren)",438137.17,628995.45,137262.43,2433.56,51162.29,0,0,4,3,0,1,3,2,2
"The estate is worth $426,171.13. It has debts of $67,479.48, funeral expenses of $6,155.59, a bequest of $22,429.66. Survivors include: 5 daughter(s), a father, 2 brother(s), 1 sister(s), 2 grandchild(ren)",330106.4,426171.13,67479.48,6155.59,22429.66,0,0,0,5,1,0,2,1,2
"The estate is worth $297,586.86. It has debts of $22,992.34, funeral expenses of $7,072.48, a bequest of $78,223.73. Survivors include: 1 daughter(s), 3 brother(s), 1 sister(s), 1 grandchild(ren)",189298.31,297586.86,22992.34,7072.48,78223.73,0,0,0,1,0,0,3,1,1
"The estate is worth $480,589.04. It has debts of $119,646.71, funeral expenses of $8,439.60, a bequest of $53,485.28. Survivors include: a wife, 3 daughter(s), a mother, 3 sister(s)",299017.44999999995,480589.04,119646.71,8439.6,53485.28,1,0,0,3,0,1,0,3,0
"The estate is worth $928,588.69. It has debts of $2,275.05, funeral expenses of $5,922.92, a bequest of $155,839.31. Survivors include: a husband, 1 son(s), 3 daughter(s), a mother, 2 brother(s), 1 sister(s), 1 grandchild(ren)",764551.4099999999,928588.69,2275.05,5922.92,155839.31,0,1,1,3,0,1,2,1,1
"The estate is worth $958,297.38. It has debts of $167,967.66, funeral expenses of $3,413.79, a bequest of $114,343.28. Survivors include: a wife, 3 son(s), a father, a mother, 1 brother(s), 2 sister(s)",672572.6499999999,958297.38,167967.66,3413.79,114343.28,1,0,3,0,1,1,1,2,0
"The estate is worth $330,240.29. It has debts of $59,527.65, funeral expenses of $2,291.90, a bequest of $67,423.30. Survivors include: a husband, 5 son(s), 4 daughter(s), a mother, 1 brother(s), 2 sister(s), 1 grandchild(ren)",200997.43999999997,330240.29,59527.65,2291.9,67423.3,0,1,5,4,0,1,1,2,1
"The estate is worth $290,991.95. It has debts of $5,459.88, funeral expenses of $9,359.34, a bequest of $82,716.80. Survivors include: a husband, 5 daughter(s), a father, a mother, 2 brother(s), 1 grandchild(ren)",193455.93,290991.95,5459.88,9359.34,82716.8,0,1,0,5,1,1,2,0,1
"The estate is worth $778,887.86. It has debts of $25,278.22, funeral expenses of $4,655.40, a bequest of $235,650.33. Survivors include: 2 daughter(s), a father, 2 sister(s), 1 grandchild(ren)",513303.91,778887.86,25278.22,4655.4,235650.33,0,0,0,2,1,0,0,2,1
"The estate is worth $372,164.00. It has debts of $69,459.02, funeral expenses of $6,651.47, a bequest of $1,791.15. Survivors include: a wife, 1 son(s), 5 daughter(s), a father, 3 sister(s), 2 grandchild(ren)",294262.36,372164.0,69459.02,6651.47,1791.15,1,0,1,5,1,0,0,3,2
"The estate is worth $96,363.73. It has debts of $14,114.40, funeral expenses of $5,789.91, a bequest of $535.57. Survivors include: a husband, 4 son(s), 4 daughter(s), 1 brother(s), 3 sister(s)",75923.84999999999,96363.73,14114.4,5789.91,535.57,0,1,4,4,0,0,1,3,0
"The estate is worth $76,666.77. It has debts of $11,504.89, funeral expenses of $8,465.07, a bequest of $7,976.68. Survivors include: a husband, 2 son(s), 1 daughter(s), a mother, 1 brother(s)",48720.130000000005,76666.77,11504.89,8465.07,7976.68,0,1,2,1,0,1,1,0,0
"The estate is worth $866,938.02. It has debts of $45,356.00, funeral expenses of $9,643.09, a bequest of $76,202.74. Survivors include: a husband, 2 son(s), 3 daughter(s), a father, a mother, 3 sister(s), 1 grandchild(ren)",735736.1900000001,866938.02,45356.0,9643.09,76202.74,0,1,2,3,1,1,0,3,1
"The estate is worth $908,561.94. It has debts of $165,529.86, funeral expenses of $2,037.19, a bequest of $202,210.47. Survivors include: 1 daughter(s), 1 brother(s), 3 sister(s)",538784.42,908561.94,165529.86,2037.19,202210.47,0,0,0,1,0,0,1,3,0
"The estate is worth $295,664.71. It has debts of $10,535.28, funeral expenses of $3,231.57, a bequest of $41,452.66. Survivors include: a husband, 4 son(s), 4 daughter(s), a father, a mother, 1 brother(s), 1 sister(s)",240445.2,295664.71,10535.28,3231.57,41452.66,0,1,4,4,1,1,1,1,0
"The estate is worth $750,757.53. It has debts of $154,051.34, funeral expenses of $6,365.05, a bequest of $194,773.44. Survivors include: a husband, 2 son(s), 1 daughter(s), a father, 2 brother(s), 3 sister(s), 2 grandchild(ren)",395567.7,750757.53,154051.34,6365.05,194773.44,0,1,2,1,1,0,2,3,2
"The estate is worth $62,477.45. It has debts of $6,521.32, funeral expenses of $2,797.70, a bequest of $15,553.85. Survivors include: a wife, 5 son(s), 1 daughter(s), 2 brother(s), 2 sister(s), 1 grandchild(ren)",37604.58,62477.45,6521.32,2797.7,15553.85,1,0,5,1,0,0,2,2,1
"The estate is worth $749,338.81. It has debts of $93,781.68, funeral expenses of $8,031.13, a bequest of $107,260.76. Survivors include: 4 son(s), 1 daughter(s), a mother, 1 brother(s), 2 sister(s)",540265.2400000001,749338.81,93781.68,8031.13,107260.76,0,0,4,1,0,1,1,2,0
"The estate is worth $950,979.67. It has debts of $81,624.08, funeral expenses of $8,373.19, a bequest of $43,596.34. Survivors include: a husband, a father, a mother, 3 brother(s)",817386.0600000002,950979.67,81624.08,8373.19,43596.34,0,1,0,0,1,1,3,0,0
"The estate is worth $395,324.69. It has debts of $22,259.75, funeral expenses of $5,166.72, a bequest of $65,466.94. Survivors include: a wife, 5 son(s), 2 daughter(s), a father, a mother, 3 brother(s), 3 sister(s)",302431.28,395324.69,22259.75,5166.72,65466.94,1,0,5,2,1,1,3,3,0
"The estate is worth $646,004.62. It has debts of $100,759.76, funeral expenses of $1,986.90, a bequest of $46,052.43. Survivors include: 4 son(s), 2 daughter(s), a mother, 3 brother(s), 2 sister(s), 2 grandchild(ren)",497205.53,646004.62,100759.76,1986.9,46052.43,0,0,4,2,0,1,3,2,2
"The estate is worth $929,201.27. It has debts of $134,825.20, funeral expenses of $2,933.18, a bequest of $242,055.92. Survivors include: a wife, 3 son(s), 5 daughter(s), a mother, 3 brother(s), 3 sister(s), 2 grandchild(ren)",549386.97,929201.27,134825.2,2933.18,242055.92,1,0,3,5,0,1,3,3,2
"The estate is worth $510,735.47. It has debts of $28,397.92, funeral expenses of $3,416.63, a bequest of $34,435.25. Survivors include: a wife, 4 son(s), 1 daughter(s), a father, 2 brother(s), 3 sister(s), 1 grandchild(ren)",444485.67,510735.47,28397.92,3416.63,34435.25,1,0,4,1,1,0,2,3,1
